in Hz,Spectrum in dBm
3.6859512E+05,-5.33775E+01
3.6907196E+05,-5.36575E+01
3.6954880E+05,-5.40375E+01
3.7002563E+05,-5.44975E+01
3.7050247E+05,-5.50575E+01
3.7097931E+05,-5.56975E+01
3.7145615E+05,-5.64775E+01
3.7193298E+05,-5.73775E+01
3.7240982E+05,-5.84575E+01
3.7288666E+05,-5.97175E+01
3.7336349E+05,-6.12175E+01
3.7384033E+05,-6.30375E+01
3.7431717E+05,-6.53175E+01
3.7479401E+05,-6.81775E+01
3.7527084E+05,-7.16175E+01
3.7574768E+05,-7.39175E+01
3.7622452E+05,-7.22775E+01
3.7670135E+05,-6.93175E+01
3.7717819E+05,-6.69775E+01
3.7765503E+05,-6.52575E+01
3.7813187E+05,-6.39975E+01
3.7860870E+05,-6.31175E+01
3.7908554E+05,-6.24975E+01
3.7956238E+05,-6.20975E+01
3.8003922E+05,-6.18575E+01
3.8051605E+05,-6.17175E+01
3.8099289E+05,-6.16575E+01
3.8146973E+05,-6.15575E+01
3.8194656E+05,-6.13975E+01
3.8242340E+05,-6.11375E+01
3.8290024E+05,-6.07375E+01
3.8337708E+05,-6.01975E+01
3.8385391E+05,-5.95575E+01
3.8433075E+05,-5.88775E+01
3.8480759E+05,-5.81775E+01
3.8528442E+05,-5.74975E+01
3.8576126E+05,-5.68575E+01
3.8623810E+05,-5.62575E+01
3.8671494E+05,-5.56975E+01
3.8719177E+05,-5.51775E+01
3.8766861E+05,-5.46775E+01
3.8814545E+05,-5.42375E+01
3.8862228E+05,-5.38175E+01
3.8909912E+05,-5.34375E+01
3.8957596E+05,-5.30775E+01
3.9005280E+05,-5.27375E+01
3.9052963E+05,-5.23975E+01
3.9100647E+05,-5.20975E+01
3.9148331E+05,-5.17975E+01
3.9196014E+05,-5.15175E+01
3.9243698E+05,-5.12575E+01
3.9291382E+05,-5.10375E+01
3.9339066E+05,-5.08375E+01
3.9386749E+05,-5.06575E+01
3.9434433E+05,-5.05175E+01
3.9482117E+05,-5.04175E+01
3.9529800E+05,-5.03575E+01
3.9577484E+05,-5.03575E+01
3.9625168E+05,-5.03775E+01
3.9672852E+05,-5.04575E+01
3.9720535E+05,-5.05575E+01
3.9768219E+05,-5.07175E+01
3.9815903E+05,-5.08975E+01
3.9863586E+05,-5.11175E+01
3.9911270E+05,-5.13575E+01
3.9958954E+05,-5.16375E+01
4.0006638E+05,-5.19175E+01
4.0054321E+05,-5.21975E+01
4.0102005E+05,-5.24975E+01
4.0149689E+05,-5.28175E+01
4.0197372E+05,-5.31175E+01
4.0245056E+05,-5.34375E+01
4.0292740E+05,-5.37575E+01
4.0340424E+05,-5.40975E+01
4.0388107E+05,-5.44175E+01
4.0435791E+05,-5.47775E+01
4.0483475E+05,-5.51375E+01
4.0531158E+05,-5.55175E+01
4.0578842E+05,-5.58975E+01
4.0626526E+05,-5.62975E+01
4.0674210E+05,-5.66975E+01
4.0721893E+05,-5.70975E+01
4.0769577E+05,-5.74775E+01
4.0817261E+05,-5.78375E+01
4.0864944E+05,-5.81375E+01
4.0912628E+05,-5.84175E+01
4.0960312E+05,-5.85775E+01
4.1007996E+05,-5.86775E+01
4.1055679E+05,-5.86775E+01
4.1103363E+05,-5.85975E+01
4.1151047E+05,-5.84175E+01
4.1198730E+05,-5.81375E+01
4.1246414E+05,-5.77775E+01
4.1294098E+05,-5.73775E+01
4.1341782E+05,-5.68975E+01
4.1389465E+05,-5.63975E+01
4.1437149E+05,-5.58375E+01
4.1484833E+05,-5.52575E+01
4.1532516E+05,-5.46375E+01
4.1580200E+05,-5.39975E+01
4.1627884E+05,-5.33175E+01
4.1675568E+05,-5.26175E+01
4.1723251E+05,-5.19175E+01
4.1770935E+05,-5.12175E+01
4.1818619E+05,-5.05175E+01
4.1866302E+05,-4.98375E+01
4.1913986E+05,-4.91775E+01
4.1961670E+05,-4.85575E+01
4.2009354E+05,-4.79575E+01
4.2057037E+05,-4.74175E+01
4.2104721E+05,-4.69175E+01
4.2152405E+05,-4.64775E+01
4.2200089E+05,-4.60575E+01
4.2247772E+05,-4.56975E+01
4.2295456E+05,-4.53775E+01
4.2343140E+05,-4.50975E+01
4.2390823E+05,-4.48375E+01
4.2438507E+05,-4.46175E+01
4.2486191E+05,-4.44175E+01
4.2533875E+05,-4.42575E+01
4.2581558E+05,-4.40775E+01
4.2629242E+05,-4.39375E+01
4.2676926E+05,-4.37775E+01
4.2724609E+05,-4.36375E+01
4.2772293E+05,-4.34775E+01
4.2819977E+05,-4.33375E+01
4.2867661E+05,-4.31775E+01
4.2915344E+05,-4.30375E+01
4.2963028E+05,-4.28975E+01
4.3010712E+05,-4.27575E+01
4.3058395E+05,-4.26575E+01
4.3106079E+05,-4.25575E+01
4.3153763E+05,-4.24975E+01
4.3201447E+05,-4.24575E+01
4.3249130E+05,-4.24775E+01
4.3296814E+05,-4.25175E+01
4.3344498E+05,-4.25975E+01
4.3392181E+05,-4.27375E+01
4.3439865E+05,-4.29175E+01
4.3487549E+05,-4.31375E+01
4.3535233E+05,-4.33975E+01
4.3582916E+05,-4.36975E+01
4.3630600E+05,-4.40375E+01
4.3678284E+05,-4.44175E+01
4.3725967E+05,-4.48175E+01
4.3773651E+05,-4.52375E+01
4.3821335E+05,-4.56575E+01
4.3869019E+05,-4.61175E+01
4.3916702E+05,-4.65575E+01
4.3964386E+05,-4.69975E+01
4.4012070E+05,-4.74175E+01
4.4059753E+05,-4.78375E+01
4.4107437E+05,-4.82375E+01
4.4155121E+05,-4.86375E+01
4.4202805E+05,-4.89975E+01
4.4250488E+05,-4.93575E+01
4.4298172E+05,-4.96975E+01
4.4345856E+05,-5.00375E+01
4.4393539E+05,-5.03775E+01
4.4441223E+05,-5.06975E+01
4.4488907E+05,-5.10175E+01
4.4536591E+05,-5.12975E+01
4.4584274E+05,-5.15375E+01
4.4631958E+05,-5.17375E+01
4.4679642E+05,-5.18575E+01
4.4727325E+05,-5.19175E+01
4.4775009E+05,-5.18975E+01
4.4822693E+05,-5.17975E+01
4.4870377E+05,-5.16575E+01
4.4918060E+05,-5.14775E+01
4.4965744E+05,-5.12575E+01
4.5013428E+05,-5.10375E+01
4.5061111E+05,-5.08375E+01
4.5108795E+05,-5.06575E+01
4.5156479E+05,-5.04975E+01
4.5204163E+05,-5.03975E+01
4.5251846E+05,-5.03175E+01
4.5299530E+05,-5.02975E+01
4.5347214E+05,-5.03175E+01
4.5394897E+05,-5.03775E+01
4.5442581E+05,-5.04975E+01
4.5490265E+05,-5.06575E+01
4.5537949E+05,-5.08575E+01
4.5585632E+05,-5.11175E+01
4.5633316E+05,-5.13975E+01
4.5681000E+05,-5.17375E+01
4.5728683E+05,-5.20975E+01
4.5776367E+05,-5.24975E+01
4.5824051E+05,-5.29175E+01
4.5871735E+05,-5.33775E+01
4.5919418E+05,-5.38575E+01
4.5967102E+05,-5.43375E+01
4.6014786E+05,-5.48775E+01
4.6062469E+05,-5.54375E+01
4.6110153E+05,-5.60375E+01
4.6157837E+05,-5.66775E+01
4.6205521E+05,-5.74175E+01
4.6253204E+05,-5.82375E+01
4.6300888E+05,-5.92175E+01
4.6348572E+05,-6.03575E+01
4.6396255E+05,-6.17575E+01
4.6443939E+05,-6.34775E+01
4.6491623E+05,-6.57375E+01
4.6539307E+05,-6.88975E+01
4.6586990E+05,-7.35575E+01
4.6634674E+05,-7.80175E+01
4.6682358E+05,-7.32375E+01
4.6730042E+05,-6.85775E+01
4.6777725E+05,-6.53975E+01
4.6825409E+05,-6.30775E+01
4.6873093E+05,-6.12775E+01
4.6920776E+05,-5.98375E+01
4.6968460E+05,-5.86375E+01
4.7016144E+05,-5.75775E+01
4.7063828E+05,-5.66775E+01
4.7111511E+05,-5.58775E+01
4.7159195E+05,-5.51375E+01
4.7206879E+05,-5.44575E+01
4.7254562E+05,-5.38175E+01
4.7302246E+05,-5.31975E+01
4.7349930E+05,-5.26175E+01
4.7397614E+05,-5.20575E+01
4.7445297E+05,-5.14975E+01
4.7492981E+05,-5.09775E+01
4.7540665E+05,-5.04775E+01
4.7588348E+05,-5.00175E+01
4.7636032E+05,-4.95975E+01
4.7683716E+05,-4.91975E+01
4.7731400E+05,-4.88575E+01
4.7779083E+05,-4.85575E+01
4.7826767E+05,-4.83175E+01
4.7874451E+05,-4.81175E+01
4.7922134E+05,-4.79775E+01
4.7969818E+05,-4.78975E+01
4.8017502E+05,-4.78575E+01
4.8065186E+05,-4.78575E+01
4.8112869E+05,-4.79175E+01
4.8160553E+05,-4.79975E+01
4.8208237E+05,-4.81175E+01
4.8255920E+05,-4.82575E+01
4.8303604E+05,-4.84175E+01
4.8351288E+05,-4.85975E+01
4.8398972E+05,-4.87775E+01
4.8446655E+05,-4.89575E+01
4.8494339E+05,-4.91375E+01
4.8542023E+05,-4.92975E+01
4.8589706E+05,-4.94575E+01
4.8637390E+05,-4.95975E+01
4.8685074E+05,-4.97375E+01
4.8732758E+05,-4.98775E+01
4.8780441E+05,-4.99975E+01
4.8828125E+05,-5.01375E+01
4.8875809E+05,-5.02775E+01
4.8923492E+05,-5.04375E+01
4.8971176E+05,-5.06175E+01
4.9018860E+05,-5.08175E+01
4.9066544E+05,-5.10575E+01
4.9114227E+05,-5.13175E+01
4.9161911E+05,-5.16375E+01
4.9209595E+05,-5.20175E+01
4.9257278E+05,-5.24375E+01
4.9304962E+05,-5.29375E+01
4.9352646E+05,-5.34975E+01
4.9400330E+05,-5.41375E+01
4.9448013E+05,-5.48375E+01
4.9495697E+05,-5.56575E+01
4.9543381E+05,-5.65575E+01
4.9591064E+05,-5.75575E+01
4.9638748E+05,-5.86575E+01
4.9686432E+05,-5.98375E+01
4.9734116E+05,-6.10575E+01
4.9781799E+05,-6.22375E+01
4.9829483E+05,-6.32175E+01
4.9877167E+05,-6.38775E+01
4.9924850E+05,-6.40575E+01
4.9972534E+05,-6.37575E+01
5.0020218E+05,-6.31575E+01
5.0067902E+05,-6.24175E+01
5.0115585E+05,-6.16175E+01
5.0163269E+05,-6.08375E+01
5.0210953E+05,-6.00975E+01
5.0258636E+05,-5.94175E+01
5.0306320E+05,-5.87575E+01
5.0354004E+05,-5.81375E+01
5.0401688E+05,-5.75575E+01
5.0449371E+05,-5.70175E+01
5.0497055E+05,-5.65175E+01
5.0544739E+05,-5.60375E+01
5.0592422E+05,-5.55775E+01
5.0640106E+05,-5.51375E+01
5.0687790E+05,-5.47375E+01
5.0735474E+05,-5.43775E+01
5.0783157E+05,-5.40175E+01
5.0830841E+05,-5.36975E+01
5.0878525E+05,-5.34175E+01
5.0926208E+05,-5.31375E+01
5.0973892E+05,-5.28975E+01
5.1021576E+05,-5.26775E+01
5.1069260E+05,-5.24575E+01
5.1116943E+05,-5.22575E+01
5.1164627E+05,-5.20575E+01
5.1212311E+05,-5.18775E+01
5.1259995E+05,-5.16975E+01
5.1307678E+05,-5.15375E+01
5.1355362E+05,-5.13575E+01
5.1403046E+05,-5.11775E+01
5.1450729E+05,-5.09775E+01
5.1498413E+05,-5.07975E+01
5.1546097E+05,-5.05975E+01
5.1593781E+05,-5.04175E+01
5.1641464E+05,-5.02175E+01
5.1689148E+05,-5.00375E+01
5.1736832E+05,-4.98575E+01
5.1784515E+05,-4.96775E+01
5.1832199E+05,-4.94975E+01
5.1879883E+05,-4.93375E+01
5.1927567E+05,-4.91775E+01
5.1975250E+05,-4.90375E+01
5.2022934E+05,-4.88775E+01
5.2070618E+05,-4.87175E+01
5.2118301E+05,-4.85575E+01
5.2165985E+05,-4.83775E+01
5.2213669E+05,-4.81775E+01
5.2261353E+05,-4.79775E+01
5.2309036E+05,-4.77375E+01
5.2356720E+05,-4.74975E+01
5.2404404E+05,-4.72375E+01
5.2452087E+05,-4.69575E+01
5.2499771E+05,-4.66775E+01
5.2547455E+05,-4.63775E+01
5.2595139E+05,-4.60975E+01
5.2642822E+05,-4.58175E+01
5.2690506E+05,-4.55375E+01
5.2738190E+05,-4.52775E+01
5.2785873E+05,-4.50575E+01
5.2833557E+05,-4.48375E+01
5.2881241E+05,-4.46375E+01
5.2928925E+05,-4.44775E+01
5.2976608E+05,-4.43575E+01
5.3024292E+05,-4.42575E+01
5.3071976E+05,-4.41775E+01
5.3119659E+05,-4.41175E+01
5.3167343E+05,-4.40975E+01
5.3215027E+05,-4.40775E+01
5.3262711E+05,-4.40975E+01
5.3310394E+05,-4.41375E+01
5.3358078E+05,-4.41775E+01
5.3405762E+05,-4.42575E+01
5.3453445E+05,-4.43375E+01
5.3501129E+05,-4.44175E+01
5.3548813E+05,-4.45175E+01
5.3596497E+05,-4.46375E+01
5.3644180E+05,-4.47575E+01
5.3691864E+05,-4.48975E+01
5.3739548E+05,-4.50375E+01
5.3787231E+05,-4.51975E+01
5.3834915E+05,-4.53975E+01
5.3882599E+05,-4.55975E+01
5.3930283E+05,-4.57975E+01
5.3977966E+05,-4.60375E+01
5.4025650E+05,-4.62975E+01
5.4073334E+05,-4.65775E+01
5.4121017E+05,-4.68775E+01
5.4168701E+05,-4.71975E+01
5.4216385E+05,-4.75375E+01
5.4264069E+05,-4.78975E+01
5.4311752E+05,-4.82575E+01
5.4359436E+05,-4.86375E+01
5.4407120E+05,-4.89975E+01
5.4454803E+05,-4.93975E+01
5.4502487E+05,-4.97775E+01
5.4550171E+05,-5.01575E+01
5.4597855E+05,-5.05175E+01
5.4645538E+05,-5.08775E+01
5.4693222E+05,-5.12375E+01
5.4740906E+05,-5.15975E+01
5.4788589E+05,-5.19575E+01
5.4836273E+05,-5.23175E+01
5.4883957E+05,-5.26775E+01
5.4931641E+05,-5.30575E+01
5.4979324E+05,-5.34575E+01
5.5027008E+05,-5.38775E+01
5.5074692E+05,-5.43175E+01
5.5122375E+05,-5.47575E+01
5.5170059E+05,-5.52175E+01
5.5217743E+05,-5.56575E+01
5.5265427E+05,-5.60575E+01
5.5313110E+05,-5.63975E+01
5.5360794E+05,-5.66575E+01
5.5408478E+05,-5.68175E+01
5.5456161E+05,-5.68575E+01
5.5503845E+05,-5.67775E+01
5.5551529E+05,-5.66375E+01
5.5599213E+05,-5.64375E+01
5.5646896E+05,-5.61775E+01
5.5694580E+05,-5.58775E+01
5.5742264E+05,-5.55375E+01
5.5789948E+05,-5.51975E+01
5.5837631E+05,-5.48375E+01
5.5885315E+05,-5.44975E+01
5.5932999E+05,-5.41575E+01
5.5980682E+05,-5.38175E+01
5.6028366E+05,-5.35175E+01
5.6076050E+05,-5.32575E+01
5.6123734E+05,-5.30375E+01
5.6171417E+05,-5.28575E+01
5.6219101E+05,-5.27375E+01
5.6266785E+05,-5.26575E+01
5.6314468E+05,-5.26375E+01
5.6362152E+05,-5.26575E+01
5.6409836E+05,-5.27175E+01
5.6457520E+05,-5.28175E+01
5.6505203E+05,-5.29175E+01
5.6552887E+05,-5.30175E+01
5.6600571E+05,-5.31175E+01
5.6648254E+05,-5.31775E+01
5.6695938E+05,-5.31975E+01
5.6743622E+05,-5.31775E+01
5.6791306E+05,-5.30975E+01
5.6838989E+05,-5.29775E+01
5.6886673E+05,-5.28175E+01
5.6934357E+05,-5.26375E+01
5.6982040E+05,-5.24375E+01
5.7029724E+05,-5.22575E+01
5.7077408E+05,-5.20775E+01
5.7125092E+05,-5.19175E+01
5.7172775E+05,-5.18175E+01
5.7220459E+05,-5.17375E+01
5.7268143E+05,-5.17175E+01
5.7315826E+05,-5.17575E+01
5.7363510E+05,-5.18575E+01
5.7411194E+05,-5.20175E+01
5.7458878E+05,-5.22375E+01
5.7506561E+05,-5.25375E+01
5.7554245E+05,-5.29175E+01
5.7601929E+05,-5.33575E+01
5.7649612E+05,-5.38975E+01
5.7697296E+05,-5.45175E+01
5.7744980E+05,-5.52175E+01
5.7792664E+05,-5.60175E+01
5.7840347E+05,-5.69175E+01
5.7888031E+05,-5.79375E+01
5.7935715E+05,-5.90775E+01
5.7983398E+05,-6.04375E+01
5.8031082E+05,-6.19975E+01
5.8078766E+05,-6.38375E+01
5.8126450E+05,-6.61975E+01
5.8174133E+05,-6.92975E+01
5.8221817E+05,-7.31975E+01
5.8269501E+05,-7.45175E+01
5.8317184E+05,-7.06775E+01
5.8364868E+05,-6.68575E+01
5.8412552E+05,-6.39175E+01
5.8460236E+05,-6.16175E+01
5.8507919E+05,-5.97175E+01
5.8555603E+05,-5.80775E+01
5.8603287E+05,-5.66775E+01
5.8650970E+05,-5.54575E+01
5.8698654E+05,-5.43575E+01
5.8746338E+05,-5.33775E+01
5.8794022E+05,-5.24975E+01
5.8841705E+05,-5.17175E+01
5.8889389E+05,-5.10175E+01
5.8937073E+05,-5.03975E+01
5.8984756E+05,-4.98375E+01
5.9032440E+05,-4.93775E+01
5.9080124E+05,-4.89775E+01
5.9127808E+05,-4.86575E+01
5.9175491E+05,-4.83975E+01
5.9223175E+05,-4.82175E+01
5.9270859E+05,-4.81175E+01
5.9318542E+05,-4.80975E+01
5.9366226E+05,-4.81375E+01
5.9413910E+05,-4.82575E+01
5.9461594E+05,-4.84575E+01
5.9509277E+05,-4.87375E+01
5.9556961E+05,-4.90975E+01
5.9604645E+05,-4.95375E+01
5.9652328E+05,-5.00575E+01
5.9700012E+05,-5.06775E+01
5.9747696E+05,-5.13575E+01
5.9795380E+05,-5.21375E+01
5.9843063E+05,-5.30175E+01
5.9890747E+05,-5.39975E+01
5.9938431E+05,-5.50575E+01
5.9986115E+05,-5.62375E+01
6.0033798E+05,-5.75375E+01
6.0081482E+05,-5.89575E+01
6.0129166E+05,-6.04975E+01
6.0176849E+05,-6.21975E+01
6.0224533E+05,-6.39975E+01
6.0272217E+05,-6.58775E+01
6.0319901E+05,-6.76975E+01
6.0367584E+05,-6.92175E+01
6.0415268E+05,-7.00575E+01
6.0462952E+05,-7.00575E+01
6.0510635E+05,-6.94775E+01
6.0558319E+05,-6.85575E+01
6.0606003E+05,-6.74975E+01
6.0653687E+05,-6.63775E+01
6.0701370E+05,-6.51975E+01
6.0749054E+05,-6.39775E+01
6.0796738E+05,-6.27375E+01
6.0844421E+05,-6.14975E+01
6.0892105E+05,-6.02775E+01
6.0939789E+05,-5.91175E+01
6.0987473E+05,-5.80175E+01
6.1035156E+05,-5.69975E+01
6.1082840E+05,-5.60775E+01
6.1130524E+05,-5.52375E+01
6.1178207E+05,-5.44775E+01
6.1225891E+05,-5.37975E+01
6.1273575E+05,-5.31775E+01
6.1321259E+05,-5.26575E+01
6.1368942E+05,-5.21775E+01
6.1416626E+05,-5.17575E+01
6.1464310E+05,-5.13975E+01
6.1511993E+05,-5.10975E+01
6.1559677E+05,-5.08175E+01
6.1607361E+05,-5.05775E+01
6.1655045E+05,-5.03775E+01
6.1702728E+05,-5.02175E+01
6.1750412E+05,-5.00775E+01
6.1798096E+05,-4.99575E+01
6.1845779E+05,-4.98775E+01
6.1893463E+05,-4.98175E+01
6.1941147E+05,-4.98175E+01
6.1988831E+05,-4.98375E+01
6.2036514E+05,-4.98975E+01
6.2084198E+05,-4.99975E+01
6.2131882E+05,-5.01575E+01
6.2179565E+05,-5.03575E+01
6.2227249E+05,-5.05975E+01
6.2274933E+05,-5.08975E+01
6.2322617E+05,-5.12375E+01
6.2370300E+05,-5.16375E+01
6.2417984E+05,-5.20575E+01
6.2465668E+05,-5.25175E+01
6.2513351E+05,-5.29975E+01
6.2561035E+05,-5.34775E+01
6.2608719E+05,-5.39575E+01
6.2656403E+05,-5.44175E+01
6.2704086E+05,-5.48575E+01
6.2751770E+05,-5.52975E+01
6.2799454E+05,-5.57375E+01
6.2847137E+05,-5.61975E+01
6.2894821E+05,-5.66775E+01
6.2942505E+05,-5.72175E+01
6.2990189E+05,-5.78175E+01
6.3037872E+05,-5.85375E+01
6.3085556E+05,-5.93575E+01
6.3133240E+05,-6.03375E+01
6.3180923E+05,-6.13975E+01
6.3228607E+05,-6.26175E+01
6.3276291E+05,-6.38575E+01
6.3323975E+05,-6.49375E+01
6.3371658E+05,-6.55975E+01
6.3419342E+05,-6.55375E+01
6.3467026E+05,-6.47975E+01
6.3514709E+05,-6.37175E+01
6.3562393E+05,-6.25375E+01
6.3610077E+05,-6.13775E+01
6.3657761E+05,-6.03375E+01
6.3705444E+05,-5.93575E+01
6.3753128E+05,-5.84975E+01
6.3800812E+05,-5.76975E+01
6.3848495E+05,-5.69775E+01
6.3896179E+05,-5.62975E+01
6.3943863E+05,-5.56575E+01
6.3991547E+05,-5.50575E+01
6.4039230E+05,-5.44775E+01
6.4086914E+05,-5.39175E+01
6.4134598E+05,-5.33775E+01
6.4182281E+05,-5.28775E+01
6.4229965E+05,-5.23975E+01
6.4277649E+05,-5.19575E+01
6.4325333E+05,-5.15375E+01
6.4373016E+05,-5.11575E+01
6.4420700E+05,-5.08175E+01
6.4468384E+05,-5.05375E+01
6.4516068E+05,-5.02975E+01
6.4563751E+05,-5.00975E+01
6.4611435E+05,-4.99375E+01
6.4659119E+05,-4.98375E+01
6.4706802E+05,-4.97775E+01
6.4754486E+05,-4.97775E+01
6.4802170E+05,-4.97975E+01
6.4849854E+05,-4.98775E+01
6.4897537E+05,-4.99775E+01
6.4945221E+05,-5.01175E+01
6.4992905E+05,-5.02975E+01
6.5040588E+05,-5.04975E+01
6.5088272E+05,-5.06975E+01
6.5135956E+05,-5.09375E+01
6.5183640E+05,-5.11775E+01
6.5231323E+05,-5.14375E+01
6.5279007E+05,-5.16975E+01
6.5326691E+05,-5.19775E+01
6.5374374E+05,-5.22375E+01
6.5422058E+05,-5.25175E+01
6.5469742E+05,-5.27575E+01
6.5517426E+05,-5.30175E+01
6.5565109E+05,-5.32375E+01
6.5612793E+05,-5.34375E+01
6.5660477E+05,-5.35975E+01
6.5708160E+05,-5.37375E+01
6.5755844E+05,-5.38575E+01
6.5803528E+05,-5.39375E+01
6.5851212E+05,-5.40175E+01
6.5898895E+05,-5.40575E+01
6.5946579E+05,-5.41175E+01
6.5994263E+05,-5.41575E+01
6.6041946E+05,-5.42175E+01
6.6089630E+05,-5.43175E+01
6.6137314E+05,-5.44175E+01
6.6184998E+05,-5.45775E+01
6.6232681E+05,-5.47775E+01
6.6280365E+05,-5.50175E+01
6.6328049E+05,-5.53175E+01
6.6375732E+05,-5.56575E+01
6.6423416E+05,-5.60775E+01
6.6471100E+05,-5.65175E+01
6.6518784E+05,-5.69775E+01
6.6566467E+05,-5.74575E+01
6.6614151E+05,-5.79375E+01
6.6661835E+05,-5.83775E+01
6.6709518E+05,-5.87375E+01
6.6757202E+05,-5.90375E+01
6.6804886E+05,-5.92375E+01
6.6852570E+05,-5.93175E+01
6.6900253E+05,-5.93575E+01
6.6947937E+05,-5.93175E+01
6.6995621E+05,-5.92375E+01
6.7043304E+05,-5.90575E+01
6.7090988E+05,-5.88375E+01
6.7138672E+05,-5.85575E+01
6.7186356E+05,-5.82175E+01
6.7234039E+05,-5.78175E+01
6.7281723E+05,-5.74175E+01
6.7329407E+05,-5.70175E+01
6.7377090E+05,-5.66575E+01
6.7424774E+05,-5.63375E+01
6.7472458E+05,-5.60775E+01
6.7520142E+05,-5.58775E+01
6.7567825E+05,-5.57375E+01
6.7615509E+05,-5.56375E+01
6.7663193E+05,-5.55975E+01
6.7710876E+05,-5.55575E+01
6.7758560E+05,-5.55375E+01
6.7806244E+05,-5.55375E+01
6.7853928E+05,-5.55175E+01
6.7901611E+05,-5.54775E+01
6.7949295E+05,-5.54775E+01
6.7996979E+05,-5.54775E+01
6.8044662E+05,-5.54975E+01
6.8092346E+05,-5.55575E+01
6.8140030E+05,-5.56775E+01
6.8187714E+05,-5.58375E+01
6.8235397E+05,-5.60575E+01
6.8283081E+05,-5.63175E+01
6.8330765E+05,-5.66175E+01
6.8378448E+05,-5.69575E+01
6.8426132E+05,-5.73375E+01
6.8473816E+05,-5.77975E+01
6.8521500E+05,-5.83375E+01
6.8569183E+05,-5.89775E+01
6.8616867E+05,-5.97975E+01
6.8664551E+05,-6.08375E+01
6.8712234E+05,-6.21975E+01
6.8759918E+05,-6.40575E+01
6.8807602E+05,-6.67375E+01
6.8855286E+05,-7.10775E+01
6.8902969E+05,-8.05975E+01
6.8950653E+05,-7.75975E+01
6.8998337E+05,-6.94175E+01
6.9046021E+05,-6.51175E+01
6.9093704E+05,-6.22375E+01
6.9141388E+05,-6.00375E+01
6.9189072E+05,-5.82775E+01
6.9236755E+05,-5.67775E+01
6.9284439E+05,-5.55175E+01
6.9332123E+05,-5.43975E+01
6.9379807E+05,-5.33775E+01
6.9427490E+05,-5.24775E+01
6.9475174E+05,-5.16375E+01
6.9522858E+05,-5.08975E+01
6.9570541E+05,-5.02375E+01
6.9618225E+05,-4.96375E+01
6.9665909E+05,-4.91375E+01
6.9713593E+05,-4.86775E+01
6.9761276E+05,-4.83175E+01
6.9808960E+05,-4.80175E+01
6.9856644E+05,-4.77775E+01
6.9904327E+05,-4.76375E+01
6.9952011E+05,-4.75375E+01
6.9999695E+05,-4.75175E+01
7.0047379E+05,-4.75575E+01
7.0095062E+05,-4.76575E+01
7.0142746E+05,-4.78175E+01
7.0190430E+05,-4.80575E+01
7.0238113E+05,-4.83375E+01
7.0285797E+05,-4.86575E+01
7.0333481E+05,-4.90375E+01
7.0381165E+05,-4.94575E+01
7.0428848E+05,-4.98975E+01
7.0476532E+05,-5.03775E+01
7.0524216E+05,-5.08375E+01
7.0571899E+05,-5.13175E+01
7.0619583E+05,-5.17775E+01
7.0667267E+05,-5.22175E+01
7.0714951E+05,-5.26175E+01
7.0762634E+05,-5.29775E+01
7.0810318E+05,-5.33175E+01
7.0858002E+05,-5.36375E+01
7.0905685E+05,-5.39375E+01
7.0953369E+05,-5.42375E+01
7.1001053E+05,-5.45375E+01
7.1048737E+05,-5.48575E+01
7.1096420E+05,-5.51975E+01
7.1144104E+05,-5.55575E+01
7.1191788E+05,-5.59375E+01
7.1239471E+05,-5.62975E+01
7.1287155E+05,-5.66375E+01
7.1334839E+05,-5.69575E+01
7.1382523E+05,-5.72175E+01
7.1430206E+05,-5.74175E+01
7.1477890E+05,-5.75575E+01
7.1525574E+05,-5.76175E+01
7.1573257E+05,-5.76375E+01
7.1620941E+05,-5.75975E+01
7.1668625E+05,-5.75575E+01
7.1716309E+05,-5.74775E+01
7.1763992E+05,-5.73975E+01
7.1811676E+05,-5.72975E+01
7.1859360E+05,-5.71975E+01
7.1907043E+05,-5.70775E+01
7.1954727E+05,-5.69775E+01
7.2002411E+05,-5.68575E+01
7.2050095E+05,-5.67175E+01
7.2097778E+05,-5.66175E+01
7.2145462E+05,-5.65175E+01
7.2193146E+05,-5.64175E+01
7.2240829E+05,-5.63375E+01
7.2288513E+05,-5.62975E+01
7.2336197E+05,-5.62575E+01
7.2383881E+05,-5.62375E+01
7.2431564E+05,-5.62175E+01
7.2479248E+05,-5.61975E+01
7.2526932E+05,-5.61575E+01
7.2574615E+05,-5.61175E+01
7.2622299E+05,-5.60575E+01
7.2669983E+05,-5.59575E+01
7.2717667E+05,-5.58175E+01
7.2765350E+05,-5.56375E+01
7.2813034E+05,-5.54375E+01
7.2860718E+05,-5.51775E+01
7.2908401E+05,-5.48975E+01
7.2956085E+05,-5.45575E+01
7.3003769E+05,-5.41975E+01
7.3051453E+05,-5.37975E+01
7.3099136E+05,-5.33575E+01
7.3146820E+05,-5.28975E+01
7.3194504E+05,-5.24175E+01
7.3242187E+05,-5.19175E+01
7.3289871E+05,-5.14175E+01
7.3337555E+05,-5.09175E+01
7.3385239E+05,-5.04375E+01
7.3432922E+05,-4.99775E+01
7.3480606E+05,-4.95375E+01
7.3528290E+05,-4.91375E+01
7.3575974E+05,-4.87975E+01
7.3623657E+05,-4.84775E+01
7.3671341E+05,-4.82375E+01
7.3719025E+05,-4.80375E+01
7.3766708E+05,-4.78775E+01
7.3814392E+05,-4.77775E+01
